Original Address,Best Match,Score
" jose maria samper   esc    nd izda, Unnamed: 0                                      1687
type_of_street                                   NaN
addresses         jose maria samper 4 esc 7 2nd izda
neighborhood                                  xixona
province                                    alicante
street_name       jose maria samper   esc    nd izda
house_number                                   4 7 2
floor_number                                     2nd
Name: 1686, dtype: object, Espana",Jose Maria,60
" san lucas   local izdo, Unnamed: 0                          1688
type_of_street                       NaN
addresses         san lucas 3 local izdo
neighborhood                      xixona
province                        alicante
street_name       san lucas   local izdo
house_number                           3
floor_number                         NaN
Name: 1687, dtype: object, Espana",Bacolod-Murcia-Don Salvador Benedicto-San Carlos Road,86
" safareig   vivienda b, Unnamed: 0                           1689
type_of_street                        NaN
addresses         safareig 52 vivienda b1
neighborhood                       xixona
province                         alicante
street_name         safareig   vivienda b
house_number                         52 1
floor_number                          NaN
Name: 1688, dtype: object, Espana",Rua do Alcalde Olegario Rodriguez Perez - Ramal 1,86
" raval    deg, Unnamed: 0                1690
type_of_street             NaN
addresses         raval 1 1deg 1
neighborhood            xixona
province              alicante
street_name         raval    deg
house_number             1 1 1
floor_number               NaN
Name: 1689, dtype: object, Espana",Avenida Canada Real de TorreagA 1/4era,86
" economistas de levante slpu, Unnamed: 0                               1691
type_of_street                            NaN
addresses         economistas de levante slpu
neighborhood                         alicante
province                             alicante
street_name       economistas de levante slpu
house_number                              NaN
floor_number                              NaN
Name: 1690, dtype: object, Espana",Acceso al Aeropuerto Internacional de la Region de Murcia,86
" mayor, Unnamed: 0            1692
type_of_street         NaN
addresses         mayor 42
neighborhood        romana
province          alicante
street_name          mayor
house_number            42
floor_number           NaN
Name: 1691, dtype: object, Espana",Calle Caidos por Dios y por Espana,86
" teixugueiras   bloque    portal    piso  nd, Unnamed: 0                                                   1693
type_of_street                                                NaN
addresses         teixugueiras 23 bloque 2  portal 4  piso 2nd 13
neighborhood                                                 vigo
province                                               pontevedra
street_name           teixugueiras   bloque    portal    piso  nd
house_number                                          23 2 4 2 13
floor_number                                                  2nd
Name: 1692, dtype: object, Espana",Pontevedra,60
" purisima, Unnamed: 0                1694
type_of_street             NaN
addresses         purisima 102
neighborhood            romana
province              alicante
street_name           purisima
house_number               102
floor_number               NaN
Name: 1693, dtype: object, Espana",PR-G 102 Sendeiro dos Muinos de Riomaior,86
" atalaia, Unnamed: 0              1695
type_of_street           NaN
addresses         atalaia 17
neighborhood           muxia
province            alicante
street_name          atalaia
house_number              17
floor_number             NaN
Name: 1694, dtype: object, Espana",Avenida de la Capital de Espana Madrid,86
" cinco calles, Unnamed: 0                  1696
type_of_street               NaN
addresses         cinco calles 7
neighborhood               muxia
province                alicante
street_name         cinco calles
house_number                   7
floor_number                 NaN
Name: 1695, dtype: object, Espana",Paseo Central de la Avenida de la Capital de Espana Madrid,86
" virxe da barca, Unnamed: 0                     1697
type_of_street                  NaN
addresses         virxe da barca 45
neighborhood                  muxia
province                   alicante
street_name          virxe da barca
house_number                     45
floor_number                    NaN
Name: 1696, dtype: object, Espana",Camino de Boucelo - Camino da Fonte dos Mortos,86
" lope de vega, Unnamed: 0                     1698
type_of_street                  NaN
addresses         lope de vega 40 5
neighborhood                novelda
province                   alicante
street_name            lope de vega
house_number                   40 5
floor_number                    NaN
Name: 1697, dtype: object, Espana",Acceso al Aeropuerto Internacional de la Region de Murcia,86
" catedratico jimenez cisneros    nd, Unnamed: 0                                        1699
type_of_street                                     NaN
addresses         catedratico jimenez cisneros 9 1nd 2
neighborhood                                  alicante
province                                      alicante
street_name         catedratico jimenez cisneros    nd
house_number                                     9 1 2
floor_number                                       1nd
Name: 1698, dtype: object, Espana",Cami de Can GA 1/4ell - PR-C 162 Ruta del Sol Blau - PR-C 163 Sender de Vallirana,86
" jaume i    nd izda, Unnamed: 0                      1700
type_of_street                   NaN
addresses         jaume i 8 2nd izda
neighborhood                  xixona
province                    alicante
street_name       jaume i    nd izda
house_number                     8 2
floor_number                     2nd
Name: 1699, dtype: object, Espana",Intercambiador de Plaza Castilla - Nivel -3 - Isla 2,86
" sagrados corazones, Unnamed: 0                         1701
type_of_street                      NaN
addresses         sagrados corazones 38
neighborhood                     romana
province                       alicante
street_name          sagrados corazones
house_number                         38
floor_number                        NaN
Name: 1700, dtype: object, Espana",Paseo Central de la Avenida de la Capital de Espana Madrid,86
" teixugueiras   portal   d, Unnamed: 0                              1702
type_of_street                           NaN
addresses         teixugueiras 19 portal1 2d
neighborhood                            vigo
province                          pontevedra
street_name        teixugueiras   portal   d
house_number                          19 1 2
floor_number                             NaN
Name: 1701, dtype: object, Espana",Via de acceso subterranea a plataforma da estacion de tren Vigo-Urzaiz,86
" traves    nd a, Unnamed: 0                  1703
type_of_street               NaN
addresses         traves 1 1nd a
neighborhood              xixona
province                alicante
street_name       traves    nd a
house_number                 1 1
floor_number                 1nd
Name: 1702, dtype: object, Espana",Carretera de Zarandona a Cabezo de Torres,86
" pintor ribera    nd dcha, Unnamed: 0                            1704
type_of_street                         NaN
addresses         pintor ribera 1 3nd dcha
neighborhood                       alberic
province                          valencia
street_name       pintor ribera    nd dcha
house_number                           1 3
floor_number                           3nd
Name: 1703, dtype: object, Espana",Intercambiador de Plaza Castilla - Nivel -1 - Isla 3,86
" safareig, Unnamed: 0              1705
type_of_street           NaN
addresses         safareig 4
neighborhood          xixona
province            alicante
street_name         safareig
house_number               4
floor_number             NaN
Name: 1704, dtype: object, Espana",Avenida de la Capital de Espana Madrid,86
" josep maria samper   bajo pta g, Unnamed: 0                                   1706
type_of_street                                NaN
addresses         josep maria samper 4 bajo pta g
neighborhood                               xixona
province                                 alicante
street_name       josep maria samper   bajo pta g
house_number                                    4
floor_number                                  NaN
Name: 1705, dtype: object, Espana",1,60
" vistabella bw, Unnamed: 0                   1707
type_of_street                NaN
addresses         vistabella bw 1
neighborhood               xixona
province                 alicante
street_name         vistabella bw
house_number                    1
floor_number                  NaN
Name: 1706, dtype: object, Espana",Rua do Alcalde Olegario Rodriguez Perez - Ramal 1,86
" nueva     dr, Unnamed: 0                 1708
type_of_street              NaN
addresses         nueva 55 3 dr
neighborhood             xixona
province               alicante
street_name        nueva     dr
house_number               55 3
floor_number                NaN
Name: 1707, dtype: object, Espana",Estrada de Pereiras a Tameiga - Ramal 3,86
"avenida lopez abente    nd izq, Unnamed: 0                           1709
type_of_street                    avenida
addresses         lopez abente 24 3nd izq
neighborhood                        muxia
province                         alicante
street_name        lopez abente    nd izq
house_number                         24 3
floor_number                          3nd
Name: 1708, dtype: object, Espana",Camino peonil entre Avenida da Florida e Rua Marinamansa,86
" ausias carbonell    p  b, Unnamed: 0                             1710
type_of_street                          NaN
addresses         ausias carbonell 4  p03 b
neighborhood                         xixona
province                           alicante
street_name        ausias carbonell    p  b
house_number                           4 03
floor_number                            NaN
Name: 1709, dtype: object, Espana",Paseo Central de la Avenida de la Capital de Espana Madrid,86
" cervantes  - -, Unnamed: 0                    1711
type_of_street                 NaN
addresses         cervantes 30-2-4
neighborhood               alberic
province                  valencia
street_name         cervantes  - -
house_number                30 2 4
floor_number                   NaN
Name: 1710, dtype: object, Espana",Valencia to Dumaguete via Balugo MTB Trail,86
"avenida de la constitucion  - b, Unnamed: 0                            1712
type_of_street                     avenida
addresses         de la constitucion 42-5b
neighborhood                       novelda
province                          alicante
street_name        de la constitucion  - b
house_number                          42 5
floor_number                           NaN
Name: 1711, dtype: object, Espana",Acceso al Aeropuerto Internacional de la Region de Murcia,86
" doctor fleming, Unnamed: 0                     1713
type_of_street                  NaN
addresses         doctor fleming 38
neighborhood                novelda
province                   alicante
street_name          doctor fleming
house_number                     38
floor_number                    NaN
Name: 1712, dtype: object, Espana","""Calle Isidoro Carrasquilla """"Doctor Galleta""""""",86
"avenida reyes catolicos    nd, Unnamed: 0                          1714
type_of_street                   avenida
addresses         reyes catolicos 69 3nd
neighborhood                     novelda
province                        alicante
street_name        reyes catolicos    nd
house_number                        69 3
floor_number                         3nd
Name: 1713, dtype: object, Espana",Camino peonil entre Avenida da Florida e Rua Marinamansa,86
" andres montalva    nd pt, Unnamed: 0                               1715
type_of_street                            NaN
addresses         andres montalva 22 2nd pt 3
neighborhood                          alberic
province                             valencia
street_name          andres montalva    nd pt
house_number                           22 2 3
floor_number                              2nd
Name: 1714, dtype: object, Espana",Paseo Central de la Avenida de la Capital de Espana Madrid,86
" teixugueiras  portal    ndd, Unnamed: 0                                1716
type_of_street                             NaN
addresses         teixugueiras 22portal 1 1ndd
neighborhood                              vigo
province                            pontevedra
street_name        teixugueiras  portal    ndd
house_number                            22 1 1
floor_number                               1nd
Name: 1715, dtype: object, Espana",Via de acceso subterranea a plataforma da estacion de tren Vigo-Urzaiz,86
" medico rafael navarro   piso  nd c, Unnamed: 0                                      1717
type_of_street                                   NaN
addresses         medico rafael navarro 4 piso 1nd c
neighborhood                                 novelda
province                                    alicante
street_name       medico rafael navarro   piso  nd c
house_number                                     4 1
floor_number                                     1nd
Name: 1716, dtype: object, Espana",Rotonda Fernando Gimenez Navarro Senador y Presidente del Cabildo,86
" el vall, Unnamed: 0              1718
type_of_street           NaN
addresses         el vall 18
neighborhood          xixona
province            alicante
street_name          el vall
house_number              18
floor_number             NaN
Name: 1717, dtype: object, Espana","""Camino Alcalde Jose Garcia Sanchez """"El Nene""""""",86
" rua enfesto   bajo b, Unnamed: 0                         1719
type_of_street                      NaN
addresses         rua enfesto 15 bajo b
neighborhood                      muxia
province                       alicante
street_name        rua enfesto   bajo b
house_number                         15
floor_number                        NaN
Name: 1718, dtype: object, Espana",Camino peonil entre Avenida da Florida e Rua Marinamansa,86
" lorenzo fenoll    ndc, Unnamed: 0                         1720
type_of_street                      NaN
addresses         lorenzo fenoll 3 3ndc
neighborhood                    novelda
province                       alicante
street_name       lorenzo fenoll    ndc
house_number                        3 3
floor_number                        3nd
Name: 1719, dtype: object, Espana",Intercambiador de Plaza Castilla - Nivel -1 - Isla 3,86
" safareig   a, Unnamed: 0                  1721
type_of_street               NaN
addresses         safareig 52 a4
neighborhood              xixona
province                alicante
street_name         safareig   a
house_number                52 4
floor_number                 NaN
Name: 1720, dtype: object, Espana",Carretera de Zarandona a Cabezo de Torres,86
" los almendros, Unnamed: 0                   1722
type_of_street                NaN
addresses         los almendros 4
neighborhood               romana
province                 alicante
street_name         los almendros
house_number                    4
floor_number                  NaN
Name: 1721, dtype: object, Espana",Calle Poeta y Periodista Raimundo de los Reyes,86
" guzman el bueno   bajo a, Unnamed: 0                             1723
type_of_street                          NaN
addresses         guzman el bueno 21 bajo a
neighborhood                        novelda
province                           alicante
street_name        guzman el bueno   bajo a
house_number                             21
floor_number                            NaN
Name: 1722, dtype: object, Espana",Via de acceso subterranea a plataforma da estacion de tren Vigo-Urzaiz,86
" alicante   d   izda, Unnamed: 0                        1724
type_of_street                     NaN
addresses         alicante 18 d 1 izda
neighborhood                    xixona
province                      alicante
street_name        alicante   d   izda
house_number                      18 1
floor_number                       NaN
Name: 1723, dtype: object, Espana",Rua do Alcalde Olegario Rodriguez Perez - Ramal 1,86
" ramon y cajal  - -, Unnamed: 0                         1725
type_of_street                      NaN
addresses         ramon y cajal 42-5-13
neighborhood                    alberic
province                       valencia
street_name          ramon y cajal  - -
house_number                    42 5 13
floor_number                        NaN
Name: 1724, dtype: object, Espana","""Camino del Rio, Camino del Lomo y Camino Almorox a Quismondo""",86
" mayor, Unnamed: 0            1726
type_of_street         NaN
addresses         mayor 22
neighborhood        romana
province          alicante
street_name          mayor
house_number            22
floor_number           NaN
Name: 1725, dtype: object, Espana",Calle Caidos por Dios y por Espana,86
" magallanes    nda, Unnamed: 0                      1727
type_of_street                   NaN
addresses         magallanes 13 2nda
neighborhood                 novelda
province                    alicante
street_name        magallanes    nda
house_number                    13 2
floor_number                     2nd
Name: 1726, dtype: object, Espana",Intercambiador de Plaza Castilla - Nivel -3 - Isla 2,86
" buen aire, Unnamed: 0               1728
type_of_street            NaN
addresses         buen aire 7
neighborhood          alberic
province             valencia
street_name         buen aire
house_number                7
floor_number              NaN
Name: 1727, dtype: object, Espana",Valencia to Dumaguete via Balugo MTB Trail,86
" jose mateu alabau  - -, Unnamed: 0                           1729
type_of_street                        NaN
addresses         jose mateu alabau 4-3-7
neighborhood                      alberic
province                         valencia
street_name        jose mateu alabau  - -
house_number                        4 3 7
floor_number                          NaN
Name: 1728, dtype: object, Espana",Intercambiador de Plaza Castilla - Nivel -1 - Isla 3,86
" sentenero    nd, Unnamed: 0                     1730
type_of_street                  NaN
addresses         sentenero 101 1nd
neighborhood                novelda
province                   alicante
street_name         sentenero    nd
house_number                  101 1
floor_number                    1nd
Name: 1729, dtype: object, Espana",Rua do Alcalde Olegario Rodriguez Perez - Ramal 1,86
" artesa gelador    nd derecha, Unnamed: 0                                1731
type_of_street                             NaN
addresses         artesa gelador 6 1nd derecha
neighborhood                            xixona
province                              alicante
street_name       artesa gelador    nd derecha
house_number                               6 1
floor_number                               1nd
Name: 1730, dtype: object, Espana",Paseo Central de la Avenida de la Capital de Espana Madrid,86
"calle azorin, Region de Murcia, Espana",Calle Azorin,90
"calle avenidas nnd, Region de Murcia, Espana",Calle Avenida,90
"calle las matildesmina esmeralda, Region de Murcia, Espana",Circunvalacion de Murcia,86
"avenida playa hondad, Region de Murcia, Espana",Avenida Playa Honda,90
"calle del abrazo, Region de Murcia, Espana",Calle D,90
"calle el velamen, Region de Murcia, Espana",Calle E,90
"avenida avenida ( nueva cartagena)nueva cartagena, Region de Murcia, Espana",Circunvalacion de Murcia,86
" pascual de andagoya, Region de Murcia, Espana",Circunvalacion de Murcia,86
" puerto angel, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle baleares, Region de Murcia, Espana",Calle Baleares,90
" francisco martinez, Region de Murcia, Espana",Circunvalacion de Murcia,86
" carretera. mazarron, Region de Murcia, Espana",Circunvalacion de Murcia,86
" paraje de los garcias, Region de Murcia, Espana",Circunvalacion de Murcia,86
"avenida la fuente, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle maza, Region de Murcia, Espana",Calle,90
"calle urbanizacion lo santiagoavenidas, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle eduardo martinez  a, Region de Murcia, Espana",Calle Eduardo Martinez,90
" planta bajaguillermo villa, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle zamora vivancos  b, Region de Murcia, Espana",Calle Zamora,90
"calle edificio los marjabalon o, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle cristobal colon, Region de Murcia, Espana",Calle Cristobal Colon,90
" fajardo, Region de Murcia, Espana",Fajardo,90
" paraje los carriones, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle avicena, Region de Murcia, Espana",Calle A,90
"calle el bosco, Region de Murcia, Espana",Calle,90
"calle antonio ingles ros, Region de Murcia, Espana",Calle A,90
"avenida justo quesada s/n bajo comercial, Unnamed: 0                                    1770
type_of_street                             avenida
addresses         justo quesada s/n bajo comercial
neighborhood                           los narejos
province                                   almeria
street_name       justo quesada s/n bajo comercial
house_number                                   NaN
floor_number                                   NaN
Name: 1769, dtype: object, Espana",Camino del Castillo / Camino Real de Guadalupe por los Montes de Toledo,86
"calle chapitel, Region de Murcia, Espana",Calle,90
"calle ramiro carrion, Region de Murcia, Espana",Calle Ramiro,90
"calle ugralcacil, Region de Murcia, Espana",Circunvalacion de Murcia,86
"avenida los salazares s/n, Unnamed: 0                     1776
type_of_street              avenida
addresses         los salazares s/n
neighborhood          los salazares
province                     madrid
street_name       los salazares s/n
house_number                    NaN
floor_number                    NaN
Name: 1775, dtype: object, Espana",Calle Poeta y Periodista Raimundo de los Reyes,86
"calle merida, Region de Murcia, Espana",Calle,90
"calle collado de los jeronimos    c, Region de Murcia, Espana",Calle Collado,90
"calle madrid nnd, Region de Murcia, Espana",Calle Madrid,90
"calle los martinez de mirandaparaje los martinez, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle anade, Region de Murcia, Espana",Calle A,90
" urbanizacion snipe torre, Region de Murcia, Espana",Circunvalacion de Murcia,86
" hernan cortes, Region de Murcia, Espana",Circunvalacion de Murcia,86
"avenida calle  berlin, Region de Murcia, Espana",Avenida C,90
" urbanizaci piso  c cosiris, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle bloque, Region de Murcia, Espana",Calle B,90
"calle san alfonso, Region de Murcia, Espana",Calle S,90
"calle jose rosique, Region de Murcia, Espana",Calle J,90
" edificio genova, Region de Murcia, Espana",Genova,90
"calle emilio ballester c\ emilio ballester, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle salazares   bajo, Region de Murcia, Espana",Calle Sal,90
"avenida de taray club gran via de la manga km., Region de Murcia, Espana",Avenida D,90
"calle francisco altimiras, Unnamed: 0                             1798
type_of_street                        calle
addresses         francisco altimiras, 3535
neighborhood                        corvera
province                             madrid
street_name             francisco altimiras
house_number                            NaN
floor_number                            NaN
Name: 1797, dtype: object, Espana",Paseo Central de la Avenida de la Capital de Espana Madrid,86
" plaza san pedro, Region de Murcia, Espana",San Pedro,90
"calle duplexpizarra, Region de Murcia, Espana",Calle D,90
"calle martin pescador nnd, Region de Murcia, Espana",Calle Martin,90
"calle orense, Region de Murcia, Espana",Calle Orense,90
" c.p. sol nacientecalle cibeles   bloque, Region de Murcia, Espana",Calle Cibeles,90
"calle alcalde leopoldo candido, Region de Murcia, Espana",Calle A,90
"calle travesia san luis, Region de Murcia, Espana",Calle Travesia,90
"avenida lo santiagolos carros a, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle el torno, Region de Murcia, Espana",Calle,90
"calle camino san gines s/n, Region de Murcia, Espana",Calle C,90
"calle batalla del albujon, Region de Murcia, Espana",Calle B,90
"calle el cordelaje, Region de Murcia, Espana",Calle E,90
"calle los reyes adosado, Region de Murcia, Espana",Calle Los Reyes,90
" plaza hernando de soto, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle santiago ramon y cajal, Region de Murcia, Espana",Calle Santiago,90
"calle carmen perez, Region de Murcia, Espana",Calle Carmen,90
" paris, Region de Murcia, Espana",Paris,90
"calle ataulfo, Region de Murcia, Espana",Calle A,90
"avenida limonarmolinos marfagones, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle antonio serrano bajo, Region de Murcia, Espana",Calle A,90
"avenida marfagones izq, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle san fulgencio, Region de Murcia, Espana",Calle San Fulgencio,90
"calle izquierdo, Region de Murcia, Espana",Calle I,90
"calle villacristal  magon, Region de Murcia, Espana",Calle Villa,90
"calle resistencia, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle lantano, Region de Murcia, Espana",Calle,90
" antonio ramos   a, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle edf.marrakech, Region de Murcia, Espana",Calle E,90
"calle huberto paton, Region de Murcia, Espana",Calle H,90
"calle sierra leona   bj, Region de Murcia, Espana",Calle Sierra,90
" urbanizacikm, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacitercer porton (da a la playa)agatha  a, Region de Murcia, Espana",Circunvalacion de Murcia,86
" plazaprefumo, Region de Murcia, Espana",Plaza,90
" urbanizacibloque  ribera beach  bajo, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacisol y mar bajo, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle iguana, Region de Murcia, Espana",Calle,90
" urbanizacidos mares norte a, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle doctor cajal, Region de Murcia, Espana",Calle D,90
" urbanizaciatpo.  mangasur, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacicosta manga  izq, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle apt  aldeas de taray, Region de Murcia, Espana",Calle A,90
" parajedetras de la nave nuestralos olmicos, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle nieve, Region de Murcia, Espana",Calle,90
"avenida torremaresgran via de la manga km. c, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle pintor miguel angel  bajoderecha, Region de Murcia, Espana",Calle Pinto,90
" urbanizacicalle del puerto  pinosol h, Region de Murcia, Espana",Calle del Puerto,90
" urbanizaciesmeralda  nda, Region de Murcia, Espana",Circunvalacion de Murcia,86
" poligono industrial oestealegrianave, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle timon, Region de Murcia, Espana",Calle,90
" urbanizaciapt.  aldeas de taray club, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacibloque bcanales de veneziola km izq, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle santa florentina  b, Region de Murcia, Espana",Calle Santa,90
" urbanizacicabo romano, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle rio tajo, Region de Murcia, Espana",Calle Rio Tajo,90
" pizarra, Region de Murcia, Espana",Ronda de Levante,86
"calle merida k, Region de Murcia, Espana",Calle,90
" urbanizacisan andres, Region de Murcia, Espana",San Andres,90
"calle holguera, Region de Murcia, Espana",Calle,90
"calle adra, Region de Murcia, Espana",Calle A,90
"calle ribera beachgongora  bajo, Region de Murcia, Espana",Calle Ribera,90
"calle roma, Region de Murcia, Espana",Calle,90
"calle antonio saura, Region de Murcia, Espana",Calle A,90
" mojacar, Region de Murcia, Espana",Ronda de Levante,86
"calle remolino, Region de Murcia, Espana",Calle,90
"avenida calle jose maria grajera, Region de Murcia, Espana",Jose Maria,90
"calle ed.laurelavenida ronda de golf ndf, Region de Murcia, Espana",Avenida Ronda,90
"calle cloro-estroncio, Region de Murcia, Espana",Calle C,90
"calle apto, Region de Murcia, Espana",Calle A,90
" san isidoro   (bajo), Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle alcacil *a, Region de Murcia, Espana",Calle Alcacil,90
"calle abrazo j, Region de Murcia, Espana",Calle A,90
"calle invierno, Region de Murcia, Espana",Calle,90
" carretera martinez del puerto, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacilos flamencos k, Region de Murcia, Espana",Circunvalacion de Murcia,86
" residencial los flamencos calle bomilcar  -, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle emilio castelarsn, Region de Murcia, Espana",Calle E,90
"avenida estacion, Region de Murcia, Espana",Avenida Estacion,90
"calle residencial la molinetapapagallo, Region de Murcia, Espana",Calle Residencia,90
"calle secuoya, Region de Murcia, Espana",Calle,90
"calle recife   bajo a, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle general alonso vega, Region de Murcia, Espana",Calle G,90
"calle alcalde carlos tapia, Region de Murcia, Espana",Calle A,90
"calle benito garcia, Region de Murcia, Espana",Calle B,90
"calle marques de la ensenada, Region de Murcia, Espana",Calle Marques de la Ensenada,90
" camino viejo, Region de Murcia, Espana",camino,90
"calle urbanizacion ribera beach   nicomedes gomez  a nd, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle santa rosa de lima, Region de Murcia, Espana",Calle Santa Rosa,90
"calle alcalde cirilo molina, Region de Murcia, Espana",Calle A,90
"calle urbanizacion alldeas de taray clubapto, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle belen, Region de Murcia, Espana",Calle Belen,90
"calle los martinez, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle ave lira, Region de Murcia, Espana",Calle A,90
"calle segunda calle, Region de Murcia, Espana",Calle Segunda,90
"calle garcia morato, Region de Murcia, Espana",Calle Garcia,90
"calle alcacil  nd a, Region de Murcia, Espana",Calle Alcacil,90
"calle bucarest, Region de Murcia, Espana",Calle B,90
" residencial   mares, Unnamed: 0                                            1931
type_of_street                                         NaN
addresses         residencial 2 mares, blq. 3,esc. 2, 4nde
neighborhood                                      la manga
province                                            madrid
street_name                            residencial   mares
house_number                                             2
floor_number                                           4nd
Name: 1930, dtype: object, Espana",Camino Natural Via Verde de Villacanas a Quintanar de la Orden o del Trenillo,86
"calle avoceta, Region de Murcia, Espana",Calle A,90
"calle orozco   bloque, Region de Murcia, Espana",Calle Oro,90
" urbanizaciduplex m- el pedruchillo, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle la aljorra, Region de Murcia, Espana",Circunvalacion de Murcia,86
"avenida calle ugravenida sierra de los villare b, Region de Murcia, Espana",Avenida Sierra de los Villares,87
" urbanizacion veneziola golfgran via de la manga  a, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle urbanizacion sirenas  apto, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle urbanizacion snipe torreapto, Region de Murcia, Espana",Circunvalacion de Murcia,86
" parajefuente amarga s/n, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle joaquin costa, Region de Murcia, Espana",Calle Joaquin Costa,90
" taraytaray, Region de Murcia, Espana",Circunvalacion de Murcia,86
"avenida reinagran via de la manga km. c, Region de Murcia, Espana",Circunvalacion de Murcia,86
"avenida aldeas de taray clubgran via de la manga km, Region de Murcia, Espana",Circunvalacion de Murcia,86
" finca cuatro caminos, Region de Murcia, Espana",camino,90
" perigallo, Region de Murcia, Espana",Ronda de Levante,86
" pasaje de la mina blanca, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacicanales de veneziolaa nde, Region de Murcia, Espana",Circunvalacion de Murcia,86
"avenida romanogran via de la manga, Region de Murcia, Espana",Gran Via,90
" collado de los jeronimos  a, Region de Murcia, Espana",Circunvalacion de Murcia,86
" camino los gutierrez  b, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle del puente, Region de Murcia, Espana",Calle del Puente,90
" carretera el algar a el beal -  km  .  chalet mi querida marisa, Region de Murcia, Espana",Circunvalacion de Murcia,86
"avenida del margran via de la manga b, Region de Murcia, Espana",Gran Via,90
"avenida calle urbanizacion las gaviotascalle carabela bajo d, Region de Murcia, Espana",Calle Carabela,90
" plaza san nicolas, Region de Murcia, Espana",Plaza San Nicolas,90
"calle puente, Region de Murcia, Espana",Calle Puente,90
" avd, Region de Murcia, Espana",Ronda de Levante,86
" loma de canteras, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle seneca, Region de Murcia, Espana",Calle Seneca,90
"calle capitanes ripoll, Region de Murcia, Espana",Calle C,90
"calle urbanizacion oasisneptuno, Region de Murcia, Espana",Urbanizacion Oasis,90
"avenida avenidaestacionsn, Region de Murcia, Espana",Estacio,90
"calle libertad, Region de Murcia, Espana",Calle Libertad,90
"calle segismundo moret, Region de Murcia, Espana",Calle S,90
"calle barriada santiagorodrigo caro, Region de Murcia, Espana",Circunvalacion de Murcia,86
"avenida verdesgran via de la manga, Region de Murcia, Espana",Gran Via,90
" puerto espana, Region de Murcia, Espana",Circunvalacion de Murcia,86
" residencial milenium carretera mazarron  b, Region de Murcia, Espana",Circunvalacion de Murcia,86
" bloque  dos mares e, Region de Murcia, Espana",Circunvalacion de Murcia,86
" carretera. a mazarron, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle vinos nuevos, Region de Murcia, Espana",Calle V,90
"calle penelope, Region de Murcia, Espana",Calle,90
"calle flandes, Region de Murcia, Espana",Calle,90
"calle la nina, Region de Murcia, Espana",Calle La Nina,90
" av torre pacheco, Region de Murcia, Espana",Circunvalacion de Murcia,86
" carretera. de la palma, Region de Murcia, Espana",La Palma,90
"calle mendez nunez corta, Region de Murcia, Espana",Calle Mendez Nunez,90
"calle arquillos, Region de Murcia, Espana",Calle A,90
"avenida calle el divinocalle isla de tabarca, Region de Murcia, Espana",Calle Isla de Tabarca,90
"calle montijo, Region de Murcia, Espana",Calle Montijo,90
"calle avenida san javier, Region de Murcia, Espana",Calle Avenida,90
" perez galdos, Region de Murcia, Espana",Perez Galdos,90
"calle ugrpasajes ndb, Region de Murcia, Espana",pasaje,90
" plaza arquitectos cerdan y beltri nda, Region de Murcia, Espana",Circunvalacion de Murcia,86
" punta cormoranbl   esc   ndplanta  puerta, Region de Murcia, Espana",Circunvalacion de Murcia,86
