Unnamed: 0,type_of_street,addresses,neighborhood,province,street_number,floor,street_name,floor_number,street_name2,prov,full,FORMATED_ADDRESS,TYPE_STREET,STREET_NAME,STREET_NUMBER,LOCALITY,PROVINCE,REGION,COUNTRY,POSTAL_CODE,NEIGHBOURHOOD,LAT,LONG,OBSERVATIONS
4352,,plaza de bari  3,poligono santa ana,murcia,3,,plaza de bari,,plaza de bari,Region de Murcia," plaza de bari, 3, Region de Murcia, España","Calle Plaza, 3, Calar de la Santa, Región de Murcia, España",Calle,Plaza,3,Calar de la Santa,Murcia,Región de Murcia,Spain,30441,,38.1792745,-2.1709973,
4353,,"apartamento  153 , encima de la recepcion de las oficinas.urbanizacion taray",la manga del mar menor,murcia,153,", encima de la recepcion de las oficinas.urbanizacion taray",apartamento,,apartamento,Region de Murcia," apartamento, 153, Region de Murcia, España","Apartamento, Calle Panamá, Totana, Región de Murcia, España",Calle,Panamá,153,Totana,Murcia,Región de Murcia,Spain,30850,,37.7629608,-1.504493,", encima de la recepcion de las oficinas.urbanizacion taray"
4354,calle,residencial mares iiivaldes leal  13 ndd,mar de cristal,murcia,13,ndd,residencial mares iiivaldes leal    ndd,13 nd,residencial mares iiivaldes leal,Region de Murcia,"calle residencial mares iiivaldes leal, 13, Region de Murcia, España",,,,,,,,,,,,,ndd
4355,calle,aguamarina 63 duplex ,cartagena,murcia,63,duplex,aguamarina   duplex,,aguamarina,Region de Murcia,"calle aguamarina, 63, Region de Murcia, España","Calle Aguamarina, 63, Cartagena, Región de Murcia, España",Calle,Aguamarina,63,Cartagena,Murcia,Región de Murcia,Spain,30310,,37.6214711,-1.0030109,duplex
4356,avenida,la estacion 68,pozo estrecho,murcia,68,,la estacion,,la estacion,Region de Murcia,"avenida la estacion, 68, Region de Murcia, España","Avenida de la Estación, 68, Torre-Pacheco, Región de Murcia, España",Avenida,de la Estación,68,Torre-Pacheco,Murcia,Región de Murcia,Spain,30700,,37.7447431,-0.9600780999999998,
4357,,"plaza manuel de falla,  06  bajo",barriada san cristobal,murcia,6,bajo,plaza manuel de falla,,plaza manuel de falla,Region de Murcia," plaza manuel de falla, 6, Region de Murcia, España","Plaza Manuel de Falla, 6, Cartagena, Región de Murcia, España",,Plaza Manuel de Falla,6,Cartagena,Murcia,Región de Murcia,Spain,30310,,37.647711,-1.0036038,bajo
4358,,"diamante,  23   1 nd drcha.",urbanizacion mediterraneo,murcia,23,1drcha.,diamante,1 nd,diamante,Region de Murcia," diamante, 23, Region de Murcia, España","Calle Diamante, 23, Cartagena, Región de Murcia, España",Calle,Diamante,23,Cartagena,Murcia,Región de Murcia,Spain,30310,,37.6221065,-0.9998914,1drcha.
4359,calle,"francisco perez,  03  bajo",los (los dolores) dolores,murcia,3,bajo,francisco perez,,francisco perez,Region de Murcia,"calle francisco perez, 3, Region de Murcia, España","Calle Francisco Pérez, 3, Cartagena, Región de Murcia, España",Calle,Francisco Pérez,3,Cartagena,Murcia,Región de Murcia,Spain,30310,,37.6393956,-1.0017692,bajo
4360,calle,"libertad,  04  bajo",el llano del beal,murcia,4,bajo,libertad,,libertad,Region de Murcia,"calle libertad, 4, Region de Murcia, España","Calle Libertad, 4, Cartagena, Región de Murcia, España",Calle,Libertad,4,Cartagena,Murcia,Región de Murcia,Spain,30300,,37.6225781,-0.9872817,bajo
4361,calle,"doctor maranon,  03  bajo",santa ana,murcia,3,bajo,doctor maranon,,doctor maranon,Region de Murcia,"calle doctor maranon, 3, Region de Murcia, España","Calle Doctor Marañón, 3, Murcia, Región de Murcia, España",Calle,Doctor Marañón,3,Murcia,Murcia,Región de Murcia,Spain,30008,,37.99013619999999,-1.1321975,bajo
4362,calle,"hermanos machado,  03  bajo",miranda,murcia,3,bajo,hermanos machado,,hermanos machado,Region de Murcia,"calle hermanos machado, 3, Region de Murcia, España","Calle Hermanos Machado, 3, Cartagena, Región de Murcia, España",Calle,Hermanos Machado,3,Cartagena,Murcia,Región de Murcia,Spain,30319,,37.6777566,-1.0216119,bajo
4363,calle,garcilaso vega 23,barriada santiago,murcia,23,,garcilaso vega,,garcilaso vega,Region de Murcia,"calle garcilaso vega, 23, Region de Murcia, España","Calle Garcilaso Vega, 23, Cartagena, Región de Murcia, España",Calle,Garcilaso Vega,23,Cartagena,Murcia,Región de Murcia,Spain,30319,,37.6765455,-1.0223221,
4364,calle,collado jeronimos 51 a,gea y truyols,murcia,51,a,collado jeronimos   a,,collado jeronimos,Region de Murcia,"calle collado jeronimos, 51, Region de Murcia, España","Calle Collado Jerónimos, 51, Murcia, Región de Murcia, España",Calle,Collado Jerónimos,51,,Murcia,Región de Murcia,Spain,30590,,37.8693427,-1.0133061,a
4365,,bajolos tuertos los carriones  25,la palma,murcia,25,,bajolos tuertos los carriones,,bajolos tuertos los carriones,Region de Murcia," bajolos tuertos los carriones, 25, Region de Murcia, España","Paraje los Carriones, 25, Murcia, Región de Murcia, España",,Paraje los Carriones,25,,Murcia,Región de Murcia,Spain,30156,,37.8309906,-1.0638677,
4366,,plaza reyes catolicos  18,vista alegre,murcia,18,,plaza reyes catolicos,,plaza reyes catolicos,Region de Murcia," plaza reyes catolicos, 18, Region de Murcia, España","Plaza de los Reyes Católicos, 18, Cartagena, Región de Murcia, España",,Plaza de los Reyes Católicos,18,Cartagena,Murcia,Región de Murcia,Spain,30399,,37.6078112,-0.9434922999999998,
4367,calle,"pintor sobejano,  43",los narejos,murcia,43,,pintor sobejano,,pintor sobejano,Region de Murcia,"calle pintor sobejano, 43, Region de Murcia, España","Calle Pintor Sobejano, 43, Los Alcázares, Región de Murcia, España",Calle,Pintor Sobejano,43,Los Alcázares,Murcia,Región de Murcia,Spain,30710,,37.7556141,-0.8342320999999999,
4368,calle,guillermo villa 10,la puebla,murcia,10,,guillermo villa,,guillermo villa,Region de Murcia,"calle guillermo villa, 10, Region de Murcia, España","Calle Guillermo Villa, 10, La Puebla, Región de Murcia, España",Calle,Guillermo Villa,10,La Puebla,Murcia,Región de Murcia,Spain,30395,,37.7171558,-0.9233889999999999,
4369,calle,fabriciano martin 11,la palma,murcia,11,,fabriciano martin,,fabriciano martin,Region de Murcia,"calle fabriciano martin, 11, Region de Murcia, España","Calle Fabriciano Martín, 11, La Palma, Región de Murcia, España",Calle,Fabriciano Martín,11,La Palma,Murcia,Región de Murcia,Spain,30593,,37.6931253,-0.9626351000000001,
4370,calle,jilguero 72,pozo estrecho,murcia,72,,jilguero,,jilguero,Region de Murcia,"calle jilguero, 72, Region de Murcia, España","Calle Jilguero, 72, Pozo Estrecho, Región de Murcia, España",Calle,Jilguero,72,Pozo Estrecho,Murcia,Región de Murcia,Spain,30594,,37.7066035,-0.9943993,
4371,calle,alfonso carrion,pozo estrecho,murcia,,,alfonso carrion,,alfonso carrion,Region de Murcia,"calle alfonso carrion, , Region de Murcia, España","Calle Alfonso de Carrión, Pozo Estrecho, Región de Murcia, España",Calle,Alfonso de Carrión,,Pozo Estrecho,Murcia,Región de Murcia,Spain,30594,,37.712276,-0.9971077,
4372,calle,amilcar barca  9 b,playa paraiso,murcia,9,b,amilcar barca    b,,amilcar barca,Region de Murcia,"calle amilcar barca, 9, Region de Murcia, España","Calle Amílcar Barca, 9, Cartagena, Región de Murcia, España",Calle,Amílcar Barca,9,Cartagena,Murcia,Región de Murcia,Spain,30385,,37.6296412,-0.7280938,b
4373,calle,"urbanizacion lo santiagola siembra,  129",urbanizacion lo santiago,murcia,129,,urbanizacion lo santiagola siembra,,urbanizacion lo santiagola siembra,Region de Murcia,"calle urbanizacion lo santiagola siembra, 129, Region de Murcia, España","Urbanización Lo Santiago, Gea y Truyols, Spain",,,129,Gea y Truyols,Murcia,Región de Murcia,Spain,30590,Urbanización Lo Santiago,37.848332,-1.0384319,129 
4374,calle,claramonte 6,el gimenado,murcia,6,,claramonte,,claramonte,Region de Murcia,"calle claramonte, 6, Region de Murcia, España","Calle Region de Murcia, 6, Jaén, España",Calle,Region de Murcia,6,Jaén,Jaén,Andalucía,Spain,23008,,37.7814022,-3.7917146,
4375,calle,francisco hernandez 8,la puebla,murcia,8,,francisco hernandez,,francisco hernandez,Region de Murcia,"calle francisco hernandez, 8, Region de Murcia, España","Calle Francisco Hernández, 8, La Puebla, Región de Murcia, España",Calle,Francisco Hernández,8,La Puebla,Murcia,Región de Murcia,Spain,30395,,37.7183348,-0.9207680999999999,
4376,calle,camino a los gutierrez  4,el albujon,murcia,4,,camino a los gutierrez,,camino a los gutierrez,Region de Murcia,"calle camino a los gutierrez, 4, Region de Murcia, España","Camino a Los Gutiérrez, 4, El Albujón, Spain",,Camino a Los Gutiérrez,4,El Albujón,Murcia,Región de Murcia,Spain,30330,,37.7177612,-1.050066,
4377,calle,altamirano  14,barriada santiago,murcia,14,,altamirano,,altamirano,Region de Murcia,"calle altamirano, 14, Region de Murcia, España","Calle Altamirano, 14, Cartagena, Región de Murcia, España",Calle,Altamirano,14,Cartagena,Murcia,Región de Murcia,Spain,30319,,37.6770315,-1.0237798,
4378,calle,"santa ana,  21",vista alegre,murcia,21,,santa ana,,santa ana,Region de Murcia,"calle santa ana, 21, Region de Murcia, España","Calle Santa Ana, 21, Murcia, Región de Murcia, España",Calle,Santa Ana,21,Murcia,Murcia,Región de Murcia,Spain,30012,,37.9667373,-1.1219425,
4379,calle,monaco nnd 38,vista alegre,murcia,38,,monaco nnd,,monaco,Region de Murcia,"calle monaco, 38, Region de Murcia, España","Calle Mónaco, 38, Cartagena, Región de Murcia, España",Calle,Mónaco,38,Cartagena,Murcia,Región de Murcia,Spain,30399,,37.6088321,-0.9419534999999999,
4380,,carreterala palma km  8  s/n,los salazares,murcia,8,s/n,carreterala palma km     s/n,,carreterala palma km,Region de Murcia," carreterala palma km, 8, Region de Murcia, España","Vereda de la Palma, 8, Lorca, Región de Murcia, España",,Vereda de la Palma,8,Lorca,Murcia,Región de Murcia,Spain,30800,,37.6801916,-1.6869138,s/n
4381,calle,marques de la ensenada 13,la puebla,murcia,13,,marques de la ensenada,,marques de la ensenada,Region de Murcia,"calle marques de la ensenada, 13, Region de Murcia, España","Calle Marqués de la Ensenada, 13, La Puebla, Región de Murcia, España",Calle,Marqués de la Ensenada,13,La Puebla,Murcia,Región de Murcia,Spain,30395,,37.7175069,-0.9209653999999999,
4382,calle,"narciso ibanez menta,  4",pozo estrecho,murcia,4,,narciso ibanez menta,,narciso ibanez menta,Region de Murcia,"calle narciso ibanez menta, 4, Region de Murcia, España","Calle Narciso Ibáñez Menta, 4, Pozo Estrecho, Región de Murcia, España",Calle,Narciso Ibáñez Menta,4,Pozo Estrecho,Murcia,Región de Murcia,Spain,30594,,37.7062622,-0.9889391999999999,
4383,avenida,isla cristina  43,islas menores,murcia,43,,isla cristina,,isla cristina,Region de Murcia,"avenida isla cristina, 43, Region de Murcia, España","Avenida Isla Cristina, 43, Cartagena, Región de Murcia, España",Avenida,Isla Cristina,43,Cartagena,Murcia,Región de Murcia,Spain,30384,,37.64111,-0.7684013,
4384,calle,"emilio bolea,  2",la palma,murcia,2,,emilio bolea,,emilio bolea,Region de Murcia,"calle emilio bolea, 2, Region de Murcia, España","Calle Emilio Bolea, 2, La Palma, Región de Murcia, España",Calle,Emilio Bolea,2,La Palma,Murcia,Región de Murcia,Spain,30593,,37.6914207,-0.9627843999999999,
4385,calle,san bernardo  41,vista alegre,murcia,41,,san bernardo,,san bernardo,Region de Murcia,"calle san bernardo, 41, Region de Murcia, España","Calle San Bernardo, 41, Cartagena, Región de Murcia, España",Calle,San Bernardo,41,Cartagena,Murcia,Región de Murcia,Spain,30399,,37.6080627,-0.9443967999999999,
4386,calle,edificio osirisgran via 6 a,la manga del mar menor,murcia,6,a,edificio osirisgran via   a,,edificio osirisgran via,Region de Murcia,"calle edificio osirisgran via, 6, Region de Murcia, España",,,,,,,,,,,,,a
4387,calle,edificio osirisgran via 6 a,la manga del mar menor,murcia,6,a,edificio osirisgran via   a,,edificio osirisgran via,Region de Murcia,"calle edificio osirisgran via, 6, Region de Murcia, España",,,,,,,,,,,,,a
4388,,paraje los gorriones s/n finca el telas,pozo estrecho,murcia,,,paraje los gorriones s/n finca el telas,,paraje los gorriones s/n finca el telas,Region de Murcia," paraje los gorriones s/n finca el telas, , Region de Murcia, España","Finca El Jardín, N-301, Cartagena, Spain",,,,Cartagena,Murcia,Region of Murcia,Spain,,,37.6156944,-0.9892242,
4389,,"p. i. los camachoscalcio,  1313",los camachos,murcia,13,,p. i. los camachoscalcio,,p. i. los camachoscalcio,Region de Murcia," p. i. los camachoscalcio, 13, Region de Murcia, España","Calle Calcio, 13, Los Camachos, Región de Murcia, España",Calle,Calcio,13,Cartagena,Murcia,Región de Murcia,Spain,30395,,37.6473709,-0.936424,
4390,calle,"ugrpino nuevo,  14 ,  3 b",la tercia,murcia,14,", 3 b",ugrpino nuevo,,ugrpino nuevo,Region de Murcia,"calle ugrpino nuevo, 14, Region de Murcia, España","Calle, 14, Calar de la Santa, Región de Murcia, España",,Calle,14,Calar de la Santa,Murcia,Región de Murcia,Spain,30441,,38.1793723,-2.1730815,", 3 b"
4391,calle,"cava alta,  11 .",canteras (canteras),murcia,11,.,cava alta,,cava alta,Region de Murcia,"calle cava alta, 11, Region de Murcia, España","Calle Cava Alta, 11, Canteras, Región de Murcia, España",Calle,Cava Alta,11,Canteras,Murcia,Región de Murcia,Spain,30394,,37.6138675,-1.0434566,.
4392,,"playa hondario tajo,  29",la manga del mar menor,murcia,29,,playa hondario tajo,,playa hondario tajo,Region de Murcia," playa hondario tajo, 29, Region de Murcia, España","Calle Río Tajo, 29, Playa Honda, Región de Murcia, España",Calle,Río Tajo,29,Playa Honda,Murcia,Región de Murcia,Spain,30385,,37.63010999999999,-0.7369399999999999,
4393,calle,pintor joan miro 62,los narejos,murcia,62,,pintor joan miro,,pintor joan miro,Region de Murcia,"calle pintor joan miro, 62, Region de Murcia, España","Calle Pintor Joan Miró, 62, Los Alcázares, Región de Murcia, España",Calle,Pintor Joan Miró,62,Los Alcázares,Murcia,Región de Murcia,Spain,30710,,37.760794,-0.8334741,
4394,,"paraje la mina blancagabriel, 2  finca los cuatrovientos",el beal,murcia,2,finca los cuatrovientos,paraje la mina blancagabriel,,paraje la mina blancagabriel,Region de Murcia," paraje la mina blancagabriel, 2, Region de Murcia, España","Callejón de la Mina, 2, Bullas, Región de Murcia, España",,Callejón de la Mina,2,Bullas,Murcia,Región de Murcia,Spain,30180,,38.0488073,-1.6716469,finca los cuatrovientos
4395,calle,emilio bolea 24,la palma,murcia,24,,emilio bolea,,emilio bolea,Region de Murcia,"calle emilio bolea, 24, Region de Murcia, España","Calle Emilio Bolea, 24, La Palma, Región de Murcia, España",Calle,Emilio Bolea,24,La Palma,Murcia,Región de Murcia,Spain,30593,,37.691088,-0.9641000999999999,
4396,calle,finca los francos s/n,la palma,murcia,,,finca los francos s/n,,finca los francos s/n,Region de Murcia,"calle finca los francos s/n, , Region de Murcia, España","Calle Finca, Murcia, Spain",Calle,Finca,,Los Garres,Murcia,Región de Murcia,Spain,30158,,37.9573312,-1.0893079,
4397,avenida,calle  athena 70,los narejos,murcia,70,,calle  athena,,calle  athena,Region de Murcia,"avenida calle  athena, 70, Region de Murcia, España","Avenida Murcia, Murcia, Spain",Avenida,Murcia,70,,Murcia,Región de Murcia,Spain,30164,,37.971782,-0.9700269,
4398,calle,alcacil 121 ndb,la tercia,murcia,121,ndb,alcacil   ndb,121 nd,alcacil,Region de Murcia,"calle alcacil, 121, Region de Murcia, España","Calle Alcacil, 121, Murcia, Región de Murcia, España",Calle,Alcacil,121,Murcia,Murcia,Región de Murcia,Spain,30590,,37.86638060000001,-1.0160356,ndb
4399,calle,"aldeas de taray, apto.  200",la manga del mar menor,murcia,200,,aldeas de taray,,aldeas de taray,Region de Murcia,"calle aldeas de taray, 200, Region de Murcia, España","Aldeas de Taray, Gran Vía de la Manga, La Manga, Región de Murcia, España",,Gran Vía de la Manga,km. 17,San Javier,Murcia,Región de Murcia,Spain,30380,Aldeas de Taray,37.7721493,-0.7457155,200 
4400,calle,sierra leona 20,el albujon,murcia,20,,sierra leona,,sierra leona,Region de Murcia,"calle sierra leona, 20, Region de Murcia, España","Calle Sierra Leona, 20, El Albujón, Región de Murcia, España",Calle,Sierra Leona,20,El Albujón,Murcia,Región de Murcia,Spain,30330,,37.7176015,-1.0446428,
4401,calle,rio bidasoa  21 bverdemar  3,playa honda,murcia,21,bverdemar 3,rio bidasoa    bverdemar,,rio bidasoa,Region de Murcia,"calle rio bidasoa, 21, Region de Murcia, España","Calle Río Bidasoa, 21, San Pedro del Pinatar, Región de Murcia, España",Calle,Río Bidasoa,21,San Pedro del Pinatar,Murcia,Región de Murcia,Spain,30740,,37.82611139999999,-0.7786027,bverdemar 3
4402,,aldeas de taray bungalow  69,la manga del mar menor,murcia,69,,aldeas de taray bungalow,,aldeas de taray bungalow,Region de Murcia," aldeas de taray bungalow, 69, Region de Murcia, España","Aldeas de Taray, Gran Vía de la Manga, La Manga, Spain",,Gran Vía de la Manga,km. 17,San Javier,Murcia,Región de Murcia,Spain,30380,Aldeas de Taray,37.7721493,-0.7457155,69 
4403,calle,urbanizacion aldeas de tarayapto  273,la manga del mar menor,murcia,273,,urbanizacion aldeas de tarayapto,,urbanizacion aldeas de tarayapto,Region de Murcia,"calle urbanizacion aldeas de tarayapto, 273, Region de Murcia, España","Aldeas de Taray, Gran Vía de la Manga, La Manga, Spain",,Gran Vía de la Manga,km. 17,San Javier,Murcia,Región de Murcia,Spain,30380,Aldeas de Taray,37.7721493,-0.7457155,273 
4404,,julieta orbaizeta 5,playa honda,murcia,5,,julieta orbaizeta,,julieta orbaizeta,Region de Murcia," julieta orbaizeta, 5, Region de Murcia, España","Calle Region de Murcia, 5, Jaén, España",Calle,Region de Murcia,5,Jaén,Jaén,Andalucía,Spain,23008,,37.7811414,-3.792197599999999,
4405,avenida,hawai ivgran via la manga 63 ndb,la manga del mar menor,murcia,63,ndb,hawai ivgran via la manga   ndb,63 nd,hawai ivgran via la manga,Region de Murcia,"avenida hawai ivgran via la manga, 63, Region de Murcia, España","La Manga, Región de Murcia, España",,,63,La Manga,Murcia,Region of Murcia,Spain,30380,,37.6653803,-0.7276258000000001,ndb
4406,,ribera beach bloque  2   1 ndplanta  nnd 6,la manga del mar menor,murcia,2,1 ndplanta 6,ribera beach bloque        ndplanta  nnd,1 nd,ribera beach bloque,Region de Murcia," ribera beach bloque, 2, Region de Murcia, España","Calle de la Ribera, 2, Cánovas, Región de Murcia, España",Calle,de la Ribera,2,Cánovas,Murcia,Región de Murcia,Spain,30338,,37.7364524,-1.2808352,1 ndplanta 6
4407,calle,hawaii  23 ndb 3,la manga del mar menor,murcia,23,ndb 3,hawaii    ndb,23 nd,hawaii,Region de Murcia,"calle hawaii, 23, Region de Murcia, España","Calle Region de Murcia, 23, Jaén, España",Calle,Region de Murcia,23,Jaén,Jaén,Andalucía,Spain,23008,,37.7819449,-3.7917236,ndb 3
4408,calle,fuencarral  66,miranda,murcia,66,,fuencarral,,fuencarral,Region de Murcia,"calle fuencarral, 66, Region de Murcia, España","Calle Fuencarral, 66, Miranda, Región de Murcia, España",Calle,Fuencarral,66,Miranda,Murcia,Región de Murcia,Spain,30319,,37.6830198,-1.0231744,
4409,,"piso  2  puerta chawaii  4 , portal  7",la manga del mar menor,murcia,2,"puerta chawaii  4 , portal  7",piso     puerta chawaii,,piso    puerta chawaii,Region de Murcia," piso    puerta chawaii, 2, Region de Murcia, España","Carretera la Puerta, 2, Moratalla, Región de Murcia, España",,Carretera la Puerta,2,Moratalla,Murcia,Región de Murcia,Spain,30440,,38.206007,-1.9200186,"puerta chawaii  4 , portal  7"
4410,avenida,calle cibeles 1015,los alcazares,murcia,10,,calle cibeles,,calle cibeles,Region de Murcia,"avenida calle cibeles, 10, Region de Murcia, España","Calle Cibeles, 10, Santiago de la Ribera, Región de Murcia, España",Calle,Cibeles,10,Santiago de la Ribera,Murcia,Región de Murcia,Spain,30720,,37.81063,-0.80546,
4411,calle,"aldeas de taray, apto  286",la manga del mar menor,murcia,286,,aldeas de taray,,aldeas de taray,Region de Murcia,"calle aldeas de taray, 286, Region de Murcia, España","Aldeas de Taray, Gran Vía de la Manga, La Manga, Región de Murcia, España",,Gran Vía de la Manga,km. 17,San Javier,Murcia,Región de Murcia,Spain,30380,Aldeas de Taray,37.7721493,-0.7457155,286 
4412,,urbanizacion apt  314 ribera beach  4,mar de cristal,murcia,314,ribera beach  4,urbanizacion apt    ribera beach,,urbanizacion apt,Region de Murcia," urbanizacion apt, 314, Region de Murcia, España","Calle Region de Murcia, 314, Jaén, España",Calle,Region de Murcia,314,Jaén,Jaén,Andalucía,Spain,,,37.7813887,-3.7919021,ribera beach  4
4413,avenida,calle united golf resortcalle el perigallo 31,gea y truyols,murcia,31,,calle united golf resortcalle el perigallo,,calle united golf resortcalle el perigallo,Region de Murcia,"avenida calle united golf resortcalle el perigallo, 31, Region de Murcia, España","El Perigallo, Región de Murcia, España",,,31,,Murcia,Región de Murcia,Spain,30412,,37.9117883,-2.1635199,
4414,avenida,calle helena 1375,los alcazares,murcia,13,,calle helena,,calle helena,Region de Murcia,"avenida calle helena, 13, Region de Murcia, España","Calle Helena, 13, Los Alcázares, Región de Murcia, España",Calle,Helena,13,Los Alcázares,Murcia,Región de Murcia,Spain,30710,,37.7658713,-0.8375492999999999,
4415,,perdiz nnd 24,pozo estrecho,murcia,24,,perdiz nnd,,perdiz,Region de Murcia," perdiz, 24, Region de Murcia, España","Calle Perdiz, 24, Puerto de Mazarrón, Región de Murcia, España",,,24,Puerto de Mazarrón,Murcia,Region of Murcia,Spain,,,37.5640068,-1.266238,
4416,calle,timon  7,los narejos,murcia,7,,timon,,timon,Region de Murcia,"calle timon, 7, Region de Murcia, España","Calle Timón, 7, Puerto de Mazarrón, Región de Murcia, España",Calle,Timón,7,Puerto de Mazarrón,Murcia,Región de Murcia,Spain,30860,,37.5693397,-1.2572781,
4417,calle,zorzal 22,pozo estrecho,murcia,22,,zorzal,,zorzal,Region de Murcia,"calle zorzal, 22, Region de Murcia, España","Calle Zorzal, 22, Pozo Estrecho, Región de Murcia, España",Calle,Zorzal,22,Pozo Estrecho,Murcia,Región de Murcia,Spain,30594,,37.7087809,-0.9946006999999999,
4418,calle,"el maniqui,  22",la puebla,murcia,22,,el maniqui,,el maniqui,Region de Murcia,"calle el maniqui, 22, Region de Murcia, España","Calle el Maniquí, 22, La Puebla, Región de Murcia, España",Calle,el Maniquí,22,La Puebla,Murcia,Región de Murcia,Spain,30395,,37.7206206,-0.9204975,
4419,,parajeparaje lo trivino 20,la palma,murcia,20,,parajeparaje lo trivino,,parajeparaje lo trivino,Region de Murcia," parajeparaje lo trivino, 20, Region de Murcia, España","Calle Triviño, 20, Cartagena, Región de Murcia, España",Calle,Triviño,20,Cartagena,Murcia,Región de Murcia,Spain,30202,,37.5978177,-0.9706195,
4420,calle,"salamanca,  5 ,  1 nd 51",barriada cuatro santos,murcia,5,", 151",salamanca,1 nd,salamanca,Region de Murcia,"calle salamanca, 5, Region de Murcia, España","Calle Salamanca, 5, Cartagena, Región de Murcia, España",Calle,Salamanca,5,Cartagena,Murcia,Región de Murcia,Spain,30300,,37.622207,-0.9965341999999999,", 151"
4421,calle,juan de garay 91 nde,pozo estrecho,murcia,91,nde,juan de garay   nde,91 nd,juan de garay,Region de Murcia,"calle juan de garay, 91, Region de Murcia, España","Calle Juan de Garay, 91, Pozo Estrecho, Región de Murcia, España",Calle,Juan de Garay,91,Pozo Estrecho,Murcia,Región de Murcia,Spain,30594,,37.7118116,-0.9951130999999999,nde
4422,calle,aldeas de tarayapto  212,la manga del mar menor,murcia,212,,aldeas de tarayapto,,aldeas de tarayapto,Region de Murcia,"calle aldeas de tarayapto, 212, Region de Murcia, España","Aldeas de Taray, Gran Vía de la Manga, La Manga, Spain",,Gran Vía de la Manga,km. 17,San Javier,Murcia,Región de Murcia,Spain,30380,Aldeas de Taray,37.7721493,-0.7457155,212 
4423,calle,"aldeas de taray,  265265",la manga del mar menor,murcia,265,,aldeas de taray,,aldeas de taray,Region de Murcia,"calle aldeas de taray, 265, Region de Murcia, España","Aldeas de Taray, Gran Vía de la Manga, La Manga, Región de Murcia, España",,Gran Vía de la Manga,km. 17,San Javier,Murcia,Región de Murcia,Spain,30380,Aldeas de Taray,37.7721493,-0.7457155,265 
4424,calle,mayor 119,canteras (canteras),murcia,119,,mayor,,mayor,Region de Murcia,"calle mayor, 119, Region de Murcia, España","Calle Mayor, 119, Murcia, Región de Murcia, España",Calle,Mayor,119,Murcia,Murcia,Región de Murcia,Spain,30120,,37.9384158,-1.1621489,
4425,calle,rodrigo de caro 22,pozo dulce,murcia,22,,rodrigo de caro,,rodrigo de caro,Region de Murcia,"calle rodrigo de caro, 22, Region de Murcia, España","Calle Rodrigo de Caro, 22, Miranda, Región de Murcia, España",Calle,Rodrigo de Caro,22,Miranda,Murcia,Región de Murcia,Spain,30319,,37.6839688,-1.0249435,
4426,calle,aire lira 13 bajo,pozo estrecho,murcia,13,bajo,aire lira   bajo,,aire lira,Region de Murcia,"calle aire lira, 13, Region de Murcia, España","Calle Aire, 13, Cartagena, Región de Murcia, España",Calle,del Aire,13,Cartagena,Murcia,Región de Murcia,Spain,30202,,37.6002869,-0.9854309000000001,bajo
4427,calle,el guitarrista nnd 1   2 nda,la puebla,murcia,1,2 nda,el guitarrista nnd       nda,2 nd,el guitarrista,Region de Murcia,"calle el guitarrista, 1, Region de Murcia, España","Calle el Guitarrista, 1, La Puebla, Región de Murcia, España",Calle,el Guitarrista,1,La Puebla,Murcia,Región de Murcia,Spain,30395,,37.7170152,-0.9209328,2 nda
4428,calle,francisco oliver pbj  2727,la palma,murcia,27,,francisco oliver pbj,,francisco oliver pbj,Region de Murcia,"calle francisco oliver pbj, 27, Region de Murcia, España","Calle Francisco Oliver, La Palma, Región de Murcia, España",Calle,Francisco Oliver,27,La Palma,Murcia,Región de Murcia,Spain,30593,,37.6851004,-0.9622028,
4430,calle,nuestra senora de montserrat 4 bajo,el gimenado,murcia,4,bajo,nuestra senora de montserrat   bajo,,nuestra senora de montserrat,Region de Murcia,"calle nuestra senora de montserrat, 4, Region de Murcia, España",,,,,,,,,,,,,bajo
4431,calle,ciguena 10,pozo estrecho,murcia,10,,ciguena,,ciguena,Region de Murcia,"calle ciguena, 10, Region de Murcia, España","Calle Cigüeña, 10, Pozo Estrecho, Región de Murcia, España",Calle,Cigüeña,10,Pozo Estrecho,Murcia,Región de Murcia,Spain,30594,,37.7090554,-0.9903761999999999,
4432,calle,ave lira 2 bajo,pozo estrecho,murcia,2,bajo,ave lira   bajo,,ave lira,Region de Murcia,"calle ave lira, 2, Region de Murcia, España","Calle Ave Lira, 2, Pozo Estrecho, Región de Murcia, España",Calle,Ave Lira,2,Pozo Estrecho,Murcia,Región de Murcia,Spain,30594,,37.7076613,-0.9931774000000001,bajo
4433,,"crta. de madrid-lisboa,  73  a, navalmoral de la mata, ( 10300 ), caceres",navalmoral de la mata,murcia,73,"a, navalmoral de la mata, ( 10300 ), caceres",crta. de madrid-lisboa,,crta. de madrid-lisboa,Region de Murcia," crta. de madrid-lisboa, 73, Region de Murcia, España","Avenida de Madrid, 73, Molina de Segura, Región de Murcia, España",Avenida,de Madrid,73,Molina de Segura,Murcia,Región de Murcia,Spain,30500,,38.0593829,-1.2172756,"a, navalmoral de la mata, ( 10300 ), caceres"
4434,calle,gabriel moreno 4,el beal,murcia,4,,gabriel moreno,,gabriel moreno,Region de Murcia,"calle gabriel moreno, 4, Region de Murcia, España","Calle, 4, Calar de la Santa, Región de Murcia, España",,Calle,4,Calar de la Santa,Murcia,Región de Murcia,Spain,30441,,38.1793723,-2.1730815,
